Bitcoin,Ethereum,Litecoin,Yuan,Euro,Pound,Gold,Oil,SP
-0.568783505,-0.405856381,-0.399733591,0.352333471,-0.391113054,-0.030897467,-0.222999964,-0.941531526,-0.204282683
-0.605383249,-0.417594426,-0.408656398,0.365546189,-0.363906407,-0.01489578,-0.370740885,-0.850891803,-0.202299679
-0.58617606,-0.423284615,-0.411543201,0.343524992,-0.425121362,-0.117306582,-0.060044531,-0.798298383,-0.191942431
-0.538686194,-0.404945905,-0.421909364,0.318078277,-0.45912967,-0.120506919,-0.126908309,-0.723324784,-0.23826168
-0.540507806,-0.330225619,-0.3887113,0.263759326,-0.545284051,-0.197315021,0.057467556,-0.668493346,-0.218738281
-0.533125974,-0.341833626,-0.398421426,0.197695738,-0.647308976,-0.363732574,0.068077676,-0.782632258,-0.216314129
-0.570074686,-0.344759989,-0.398552631,0.219716934,-0.6609123,-0.366932911,0.020632421,-0.736752891,-0.208073308
-0.558260962,-0.346808473,-0.390810784,0.236355171,-0.719860034,-0.222917721,-0.05964415,-0.8005364,-0.227243791
-0.538248821,-0.24594581,-0.345409443,0.224121173,-0.549818493,-0.056500168,0.06247233,-0.740109918,-0.209747511
-0.422310083,-0.11237275,-0.30998065,0.216291414,-0.615567889,-0.037298143,-0.155735805,-0.762490097,-0.20556093
